Gap_4_Candles,Opening_5th_Candle,Max_Next_4,Min_Next_4
2.09,2512.635,2514.545,2511.018
2.6,2511.368,2514.545,2510.395
2.507,2511.865,2514.545,2510.395
2.557,2513.355,2514.545,2508.145
3.527,2513.548,2513.918,2506.915
4.15,2511.295,2512.925,2506.065
4.15,2512.515,2512.745,2502.355
6.4,2508.735,2509.488,2500.155
7.003,2507.465,2508.515,2499.815
6.86,2506.925,2506.965,2499.815
10.39,2503.125,2504.815,2499.815
9.333,2501.078,2504.605,2499.815
8.7,2502.158,2504.605,2500.994
7.15,2502.215,2504.605,2500.215
5,2502.665,2504.605,2500.128
4.79,2502.625,2503.148,2499.204
3.611,2502.205,2502.288,2499.204
4.39,2500.245,2502.555,2499.204
4.477,2500.465,2503.475,2499.204
3.944,2501.785,2503.685,2500.555
3.084,2501.795,2506.185,2500.555
3.351,2502.435,2507.108,2500.695
4.271,2503.275,2510.445,2500.695
3.13,2501.775,2510.485,2500.995
5.63,2505.405,2510.485,2503.415
6.413,2507.095,2510.485,2503.415
9.75,2510.335,2510.485,2503.415
9.49,2505.495,2509.335,2504.325
7.07,2507.355,2509.658,2504.325
7.07,2508.474,2509.658,2504.315
7.07,2505.795,2509.658,2502.395
5.01,2507.358,2509.658,2502.355
5.333,2506.935,2507.365,2502.355
5.343,2504.365,2505.095,2501.015
7.263,2503.925,2505.545,2501.015
7.303,2503.645,2507.965,2501.015
5.01,2503.555,2507.965,2501.015
4.08,2501.595,2508.385,2501.495
4.53,2504.985,2508.558,2504.395
6.95,2507.305,2509.008,2505.415
6.95,2507.218,2509.008,2505.114
6.89,2506.665,2509.008,2503.485
4.163,2507.685,2509.008,2503.235
3.593,2507.775,2507.868,2497.895
3.894,2505.164,2505.885,2497.895
5.523,2504.335,2505.885,2496.055
5.773,2504.085,2504.178,2496.055
9.973,2501.715,2504.045,2495.015
7.99,2499.465,2504.045,2495.015
9.83,2497.305,2504.045,2495.015
8.123,2497.845,2504.045,2491.145
9.03,2502.755,2503.145,2483.748
9.03,2500.585,2501.405,2482.898
9.03,2498.775,2499.005,2474.888
12.9,2492.794,2492.794,2470.705
19.397,2486.705,2490.125,2470.705
18.507,2487.385,2487.385,2470.705
24.117,2475.415,2483.985,2470.705
22.089,2477.678,2483.985,2471.485
19.42,2476.465,2483.985,2474.865
16.68,2479.844,2483.985,2474.865
13.28,2477.595,2484.385,2474.865
12.5,2477.355,2485.755,2474.865
9.12,2480.695,2485.755,2479.995
9.12,2481.798,2485.885,2481.225
9.52,2483.475,2485.885,2481.715
10.89,2483.765,2485.885,2479.585
5.76,2484.475,2485.885,2479.585
4.66,2484.145,2484.315,2479.585
4.17,2482.185,2483.465,2479.585
6.3,2480.845,2484.685,2480.825
6.3,2482.015,2484.685,2480.255
4.73,2482.185,2484.685,2480.255
3.88,2483.148,2484.685,2480.255
3.86,2483.888,2484.128,2478.455
4.43,2481.048,2483.375,2478.425
4.43,2482.095,2483.368,2478.425
4.43,2481.928,2484.745,2478.425
5.673,2478.545,2484.745,2478.425
4.95,2482.155,2484.745,2481.955
4.943,2482.868,2484.745,2482.348
6.32,2484.635,2485.124,2482.928
6.32,2483.988,2485.124,2483.505
2.79,2483.755,2485.315,2483.618
2.397,2484.185,2485.455,2484.185
2.196,2484.504,2485.835,2484.328
1.619,2484.828,2485.835,2484.498
1.697,2485.115,2486.095,2484.824
1.27,2484.978,2487.525,2484.824
1.507,2485.815,2487.525,2485.125
1.337,2485.695,2488.355,2485.524
1.271,2485.858,2492.155,2485.655
2.701,2487.475,2492.155,2486.355
2.4,2487.335,2492.155,2487.024
2.831,2487.728,2492.155,2487.728
6.5,2489.405,2491.295,2487.945
5.8,2489.875,2491.295,2487.755
5.131,2489.258,2491.448,2487.755
4.427,2489.545,2491.448,2487.755
3.35,2488.675,2491.448,2486.565
3.54,2490.715,2491.448,2486.565
3.693,2488.665,2491.505,2486.565
3.693,2488.765,2492.985,2486.565
4.883,2487.975,2493.618,2486.925
4.883,2489.815,2493.618,2489.315
4.94,2490.365,2494.385,2490.185
6.42,2492.995,2494.385,2491.165
6.693,2492.635,2494.385,2492.195
4.303,2493.095,2494.385,2492.415
4.2,2493.218,2495.245,2492.415
3.22,2492.755,2495.558,2492.415
2.19,2493.115,2495.665,2492.165
1.97,2493.245,2495.665,2490.985
2.83,2494.355,2495.665,2490.465
3.143,2494.655,2495.665,2490.465
3.5,2492.585,2494.485,2490.465
4.68,2491.785,2494.485,2490.465
5.2,2491.935,2494.485,2491.435
5.2,2494.425,2494.475,2491.435
4.02,2492.755,2493.985,2491.555
4.02,2492.865,2493.995,2491.555
3.05,2493.345,2496.345,2491.555
3.04,2491.755,2497.438,2491.555
2.43,2492.275,2498.295,2491.585
2.44,2493.275,2499.855,2492.935
4.79,2495.555,2499.855,2494.755
5.883,2496.428,2501.545,2496.345
6.71,2497.805,2501.725,2496.855
6.92,2498.865,2501.725,2496.855
5.1,2499.305,2501.725,2496.175
5.2,2501.055,2501.725,2496.145
4.87,2499.925,2500.705,2495.515
4.87,2498.785,2499.128,2495.515
5.55,2497.435,2499.928,2495.515
5.58,2496.055,2500.425,2495.515
5.19,2498.145,2500.425,2497.215
3.613,2498.915,2502.355,2497.285
4.413,2499.235,2502.355,2497.808
4.91,2499.545,2502.355,2497.808
3.21,2499.258,2502.355,2498.275
5.07,2501.495,2502.228,2498.275
4.547,2500.495,2501.898,2498.275
4.547,2500.205,2503.765,2498.755
4.08,2500.705,2503.765,2494.955
3.953,2501.145,2503.765,2494.315
3.623,2500.515,2517.725,2494.315
5.01,2500.055,2517.735,2494.315
8.81,2496.665,2517.735,2494.315
9.45,2497.878,2517.735,2497.364
23.41,2516.915,2517.735,2503.295
23.42,2513.964,2518.195,2503.295
23.42,2510.605,2518.195,2503.295
20.371,2509.115,2518.195,2507.854
14.44,2515.848,2518.195,2505.535
14.9,2516.695,2517.615,2505.245
14.9,2515.325,2515.385,2501.668
10.341,2509.678,2510.368,2501.668
12.66,2506.718,2512.175,2501.668
12.37,2507.445,2512.215,2501.668
13.717,2503.425,2512.888,2503.245
8.7,2510.195,2513.105,2509.445
10.507,2511.225,2513.105,2508.908
10.547,2510.535,2513.105,2508.908
9.643,2512.868,2513.105,2508.908
3.66,2510.785,2511.718,2508.908
4.197,2510.465,2512.025,2507.795
4.197,2510.975,2512.638,2507.795
4.197,2509.968,2512.638,2507.795
2.81,2509.605,2512.638,2507.795
4.23,2511.605,2512.638,2509.448
4.843,2511.528,2511.535,2509.448
4.843,2510.218,2512.148,2509.448
4.843,2510.708,2512.575,2509.448
3.19,2510.938,2514.365,2510.105
2.087,2510.855,2514.365,2510.105
2.7,2510.725,2514.365,2510.105
3.127,2511.275,2514.365,2510.105
4.26,2514.065,2515.645,2510.845
4.26,2512.015,2516.585,2510.845
4.26,2512.905,2516.585,2512.005
4.26,2512.745,2516.585,2512.685
4.8,2514.845,2516.585,2513.675
5.74,2515.685,2516.248,2513.675
4.58,2514.285,2516.845,2513.715
3.9,2515.795,2516.845,2512.285
2.91,2514.645,2516.845,2512.285
2.573,2516.095,2516.845,2512.285
3.13,2515.115,2515.324,2510.445
4.56,2513.525,2515.324,2510.445
4.56,2513.445,2515.278,2510.445
4.56,2514.528,2515.178,2510.445
4.879,2511.745,2515.178,2511.355
4.879,2513.185,2515.178,2511.625
4.833,2514.565,2515.178,2510.305
4.733,2514.805,2514.805,2510.305
3.823,2512.895,2513.485,2509.505
3.553,2511.805,2512.805,2509.205
4.873,2510.915,2511.895,2509.205
4.5,2511.495,2511.628,2509.205
3.98,2510.925,2511.385,2508.985
3.6,2509.725,2510.725,2508.775
2.69,2510.185,2510.865,2508.585
2.423,2510.335,2511.085,2508.585
2.4,2509.415,2511.145,2508.585
1.95,2509.465,2511.145,2508.585
2.28,2510.228,2511.205,2508.985
2.5,2510.085,2513.645,2508.985
2.56,2510.605,2514.625,2509.435
2.56,2510.335,2515.265,2509.705
2.22,2509.985,2517.635,2509.705
4.66,2513.585,2518.775,2512.688
5.19,2513.365,2521.715,2513.335
5.56,2514.955,2521.715,2514.098
7.93,2517.565,2525.025,2515.395
6.087,2517.955,2525.025,2517.755
8.38,2520.395,2525.375,2518.998
7.617,2521.305,2525.658,2520.585
9.63,2524.055,2525.658,2522.424
7.27,2523.535,2525.658,2522.424
6.377,2525.075,2525.658,2523.265
5.073,2524.195,2525.525,2523.265
3.234,2524.695,2525.525,2522.478
3.234,2524.955,2526.555,2522.478
2.393,2525.005,2526.555,2522.425
2.26,2524.915,2526.555,2522.425
3.047,2523.665,2526.555,2522.425
4.077,2525.125,2525.388,2520.828
4.13,2523.895,2525.388,2520.795
4.13,2524.795,2526.708,2520.795
4.13,2524.575,2526.708,2520.795
4.56,2521.265,2526.708,2520.795
4.593,2523.285,2526.708,2522.298
5.913,2526.425,2526.648,2522.298
5.913,2526.385,2526.608,2520.808
5.913,2524.285,2526.424,2520.808
4.41,2525.405,2526.305,2520.808
4.35,2523.758,2526.305,2515.325
5.8,2525.185,2526.305,2510.548
5.616,2525.425,2526.235,2510.548
5.497,2523.545,2523.705,2510.548
10.98,2515.775,2518.868,2510.548
15.757,2514.785,2518.868,2512.165
15.687,2517.035,2518.868,2511.265
13.157,2517.765,2518.868,2511.265
8.32,2516.805,2517.288,2511.265
6.703,2513.875,2517.288,2511.265
7.603,2512.155,2517.288,2511.558
7.603,2514.115,2517.288,2513.465
6.023,2515.705,2520.295,2513.465
6.023,2514.258,2523.255,2513.895
5.73,2514.775,2523.255,2514.555
3.823,2517.058,2523.255,2516.455
6.83,2520.155,2523.255,2516.395
9.36,2521.625,2521.865,2516.395
8.7,2519.155,2519.445,2516.075
6.8,2517.725,2519.445,2515.465
6.86,2517.985,2519.445,2515.465
5.47,2518.495,2520.635,2515.465
3.37,2516.085,2520.765,2515.465
3.98,2516.655,2520.855,2515.888
3.98,2516.795,2520.855,2516.735
5.17,2519.935,2520.855,2517.348
5.3,2519.588,2520.855,2517.348
4.967,2519.328,2519.425,2517.348
4.12,2518.078,2518.958,2517.348
3.507,2518.298,2518.958,2516.915
3.507,2518.718,2518.958,2516.915
2.077,2517.805,2518.395,2516.905
1.61,2517.438,2518.395,2516.895
2.043,2517.455,2517.605,2516.845
2.043,2517.295,2517.555,2516.845
1.49,2516.905,2517.555,2515.835
1.5,2517.155,2517.555,2515.335
0.76,2517.355,2517.555,2514.695
0.71,2517.255,2517.345,2514.615
1.72,2516.175,2516.665,2513.905
2.22,2515.355,2516.625,2512.835
2.86,2514.705,2516.625,2509.475
2.73,2516.065,2516.355,2509.475
2.76,2513.955,2514.225,2509.475
3.79,2513.125,2514.005,2508.125
7.15,2510.725,2513.385,2505.698
6.88,2512.335,2512.778,2505.698
4.75,2511.655,2511.665,2505.698
5.88,2509.598,2510.248,2505.698
7.687,2506.585,2509.555,2506.105
7.08,2506.835,2509.555,2506.105
5.967,2506.965,2509.555,2506.625
4.55,2508.575,2509.065,2505.728
3.45,2508.324,2509.355,2505.728
3.45,2507.525,2509.355,2505.728
2.93,2507.255,2509.355,2505.728
3.337,2508.955,2509.355,2506.145
3.627,2508.165,2509.315,2506.145
3.627,2506.825,2510.625,2506.145
3.627,2506.588,2511.975,2506.145
3.21,2507.155,2513.645,2506.508
3.17,2508.855,2516.628,2508.235
4.48,2510.475,2517.365,2510.015
5.83,2511.635,2517.365,2511.175
7.137,2513.485,2517.365,2512.624
8.393,2515.585,2517.395,2512.624
7.35,2516.945,2517.395,2510.485
6.19,2513.425,2517.395,2507.805
4.741,2514.815,2517.395,2504.458
4.771,2514.675,2515.525,2503.415
6.91,2511.255,2512.395,2503.415
9.59,2508.665,2512.395,2503.415
12.937,2504.858,2512.395,2503.415
12.11,2509.295,2513.435,2509.115
8.98,2511.055,2513.605,2509.185
8.98,2510.705,2513.605,2509.185
8.98,2510.955,2513.605,2507.975
4.32,2512.775,2513.605,2506.785
4.42,2511.665,2512.108,2506.785
4.42,2509.708,2510.435,2506.785
5.63,2508.835,2510.358,2506.785
6.82,2508.735,2510.705,2506.845
5.323,2508.075,2512.195,2506.845
3.65,2508.828,2512.195,2508.365
3.573,2508.865,2512.315,2508.515
3.86,2509.835,2514.204,2509.025
5.35,2511.515,2514.204,2509.865
3.83,2511.125,2514.204,2507.615
3.8,2511.355,2514.204,2507.615
5.179,2512.885,2512.978,2506.918
4.339,2510.538,2511.935,2503.325
6.589,2508.495,2513.008,2503.325
6.589,2509.694,2514.975,2503.325
6.06,2506.925,2517.478,2503.325
8.61,2506.575,2518.035,2505.685
9.683,2510.228,2518.035,2507.648
11.65,2512.438,2518.035,2507.648
14.153,2515.325,2518.035,2513.468
12.35,2516.105,2520.205,2513.468
10.387,2516.265,2520.205,2511.545
10.387,2514.625,2520.205,2511.405
4.567,2515.905,2520.205,2509.758
6.737,2516.095,2516.435,2509.758
8.66,2512.535,2513.855,2509.758
8.8,2511.985,2514.275,2509.758
10.447,2512.025,2516.455,2511.165
6.677,2512.765,2518.208,2512.285
4.097,2512.818,2521.535,2512.524
4.517,2514.275,2521.535,2513.965
5.29,2516.105,2521.535,2515.525
5.923,2517.565,2524.495,2517.535
9.011,2519.558,2524.805,2518.568
7.57,2519.945,2525.818,2519.775
6.01,2520.855,2525.818,2520.575
6.96,2523.835,2525.818,2522.538
6.237,2524.155,2525.818,2522.915
6.043,2524.348,2525.638,2522.915
5.243,2524.305,2525.638,2522.915
3.28,2523.615,2525.795,2523.275
2.903,2524.545,2525.795,2523.675
2.723,2524.965,2525.795,2523.675
2.723,2524.988,2525.795,2523.885
2.52,2524.968,2525.505,2523.885
2.12,2524.765,2525.908,2523.885
2.12,2524.605,2525.908,2524.305
1.91,2525.185,2528.888,2524.744
1.62,2525.285,2528.888,2524.975
2.023,2525.648,2528.888,2524.025
1.603,2525.425,2528.888,2524.025
4.144,2527.014,2527.915,2524.015
3.913,2526.715,2527.115,2523.898
4.863,2525.095,2526.715,2523.898
4.863,2525.155,2525.725,2523.755
3.9,2524.615,2525.725,2519.808
3.217,2524.435,2525.725,2519.808
2.817,2524.695,2524.955,2519.058
1.97,2524.275,2524.275,2516.754
5.917,2521.155,2521.995,2516.305
5.917,2520.245,2521.315,2515.515
5.897,2519.444,2519.924,2513.215
7.521,2516.955,2518.385,2513.215
5.69,2516.335,2517.965,2513.215
5.8,2515.825,2517.965,2513.115
6.709,2517.455,2517.965,2513.115
5.17,2516.235,2516.955,2513.115
4.75,2513.575,2516.955,2513.115
4.85,2515.015,2516.955,2512.755
4.85,2516.455,2516.955,2510.958
3.84,2515.745,2516.035,2510.095
3.84,2514.245,2514.715,2508.288
4.2,2513.775,2514.075,2508.055
5.997,2511.088,2511.595,2506.035
5.94,2511.365,2511.555,2505.335
6.427,2509.315,2509.825,2503.338
6.02,2508.325,2509.825,2503.338
5.56,2507.595,2508.875,2503.338
6.22,2505.698,2508.875,2503.338
6.487,2506.195,2510.925,2504.705
6.487,2508.775,2510.925,2504.705
5.537,2505.785,2511.225,2504.705
5.537,2508.435,2511.225,2507.415
6.22,2508.945,2511.225,2505.825
6.22,2508.915,2511.225,2505.825
6.52,2509.685,2510.895,2505.825
3.81,2509.865,2509.865,2505.825
5.4,2507.505,2509.688,2506.065
5.4,2506.865,2510.115,2506.065
5.07,2506.175,2511.275,2506.175
4.04,2508.075,2511.275,2507.645
3.623,2508.865,2511.275,2506.715
4.05,2509.905,2511.275,2506.235
5.1,2510.265,2511.085,2504.375
3.63,2510.045,2510.295,2502.465
4.56,2506.935,2508.255,2501.655
5.04,2506.818,2506.985,2501.655
6.71,2504.945,2506.055,2501.655
7.83,2505.185,2505.335,2500.615
6.6,2504.115,2505.335,2498
5.33,2503.845,2504.545,2495.995
4.4,2502.195,2504.025,2493.515
4.72,2501.305,2501.525,2493.515
7.335,2498.985,2506.595,2493.515
8.55,2496.055,2510.505,2493.515
10.51,2496.895,2510.505,2496.805
8.01,2500.495,2510.505,2499.335
13.08,2506.035,2510.505,2499.335
16.99,2510.065,2510.348,2499.335
13.7,2503.825,2509.018,2501.838
11.17,2506.445,2509.018,2503.895
11.17,2506.655,2509.018,2504.755
11.013,2506.034,2508.925,2504.755
7.18,2505,2509.095,2505
5.123,2507.455,2510.138,2505
4.263,2506.525,2510.138,2504.135
4.17,2507.445,2510.138,2496.295
4.095,2508.245,2510.138,2496.295
5.138,2506.018,2506.355,2496.295
6.003,2504.215,2504.215,2496.295
13.843,2498.835,2503.775,2498.285
13.843,2502.954,2506.225,2500.445
10.06,2501.795,2506.225,2500.445
7.92,2501.058,2506.225,2500.455
5.49,2503.335,2506.225,2503.145
5.78,2506.045,2507.165,2503.525
5.78,2505.248,2508.088,2503.525
5.77,2504.525,2508.895,2503.525
3.08,2504.115,2509.465,2503.525
3.64,2506.465,2509.465,2506.285
4.563,2507.898,2509.465,2506.698
5.37,2507.295,2509.465,2506.698
5.94,2508.758,2509.068,2506.528
3.18,2507.768,2508.695,2502.675
2.767,2507.585,2508.485,2502.675
2.767,2507.818,2508.485,2502.675
2.54,2506.974,2507.495,2502.675
6.02,2504.308,2508.685,2503.811
5.81,2503.858,2508.685,2503.811
5.81,2505.314,2508.685,2504.848
4.82,2507.475,2508.685,2505.695
4.874,2506.675,2507.648,2505.695
4.874,2506.988,2508.204,2506.265
3.837,2507.315,2510.325,2506.265
2.99,2507.285,2515.155,2506.265
1.953,2507.355,2515.155,2507.345
1.939,2508.094,2515.155,2507.964
4.06,2510.305,2515.155,2510.275
8.89,2513.995,2515.075,2511.855
7.81,2513.195,2514.595,2511.598
7.191,2512.235,2514.595,2511.598
4.88,2513.085,2514.165,2511.495
3.22,2512.075,2514.165,2511.495
2.997,2512.635,2514.975,2511.495
2.997,2512.955,2514.975,2511.495
2.67,2513.514,2514.975,2512.275
2.67,2512.608,2514.975,2512.315
3.48,2514.515,2516.078,2512.315
3.48,2512.735,2516.695,2512.315
2.7,2512.765,2517.945,2512.318
2.66,2514.615,2517.945,2514.388
3.763,2515.435,2518.065,2514.388
4.38,2516.495,2518.065,2515.385
5.627,2516.124,2518.065,2513.635
3.557,2517.175,2518.065,2513.635
3.677,2517.885,2518.508,2513.635
2.68,2515.725,2519.798,2513.635
4.43,2514.735,2519.935,2514.395
4.43,2516.395,2521.065,2516.395
4.873,2517.755,2521.065,2516.155
6.163,2518.655,2521.065,2516.155
5.54,2519.065,2521.065,2515.585
4.67,2520.725,2520.885,2515.585
4.91,2517.295,2518.858,2515.085
4.91,2516.774,2519.025,2515.085
5.48,2516.785,2519.165,2515.085
5.3,2517.955,2520.025,2514.954
3.773,2515.515,2520.025,2514.954
3.94,2519.055,2520.025,2514.954
4.08,2518.015,2520.025,2514.954
5.071,2515.665,2518.258,2515.455
5.071,2516.575,2519.985,2515.455
5.071,2516.994,2524.295,2515.768
5.071,2518.195,2524.295,2516.155
2.803,2516.695,2524.295,2516.385
4.53,2518.115,2524.295,2518.115
8.527,2522.855,2524.275,2520.675
8.14,2523.415,2524.275,2521.025
7.91,2521.208,2524.275,2521.065
6.18,2521.765,2524.275,2519.895
3.6,2522.965,2523.285,2518.945
3.25,2522.415,2523.285,2516.418
3.21,2522.475,2522.525,2514.515
4.38,2521.725,2522.135,2504.505
4.34,2519.758,2519.808,2503.515
6.867,2516.625,2519.808,2503.515
8.01,2515.848,2519.808,2503.515
17.63,2505.045,2514.418,2503.515
16.293,2509.185,2519.095,2508.045
16.293,2510.605,2520.798,2509.815
16.293,2510.435,2520.798,2510.055
10.903,2514.305,2520.845,2513.115
11.05,2516.558,2522.195,2514.305
10.983,2519.845,2525.498,2514.305
10.743,2516.795,2525.498,2514.768
7.73,2519.385,2525.498,2518.435
7.89,2522.095,2525.498,2518.435
11.193,2523.515,2523.515,2517.305
10.73,2519.065,2523.935,2517.305
7.063,2521.955,2523.935,2517.305
7.063,2522.455,2526.575,2517.305
6.21,2520.845,2527.318,2520.485
6.63,2523.844,2528.558,2522.115
6.63,2523.115,2528.558,2522.765
9.27,2525.135,2528.558,2523.384
6.833,2526.015,2528.558,2523.384
6.443,2526.738,2527.754,2523.384
5.793,2525.398,2526.258,2522.185
5.174,2525.778,2526.258,2520.875
5.174,2525.048,2526.258,2520.875
4.37,2524.845,2526.258,2520.875
4.073,2523.325,2524.715,2520.875
5.383,2522.925,2524.715,2520.765
5.383,2524.368,2524.715,2520.765
5.383,2522.805,2523.855,2520.618
3.84,2522.215,2522.345,2520.618
3.95,2521.068,2522.218,2520.618
3.95,2521.738,2522.058,2520.225
3.237,2521.208,2522.058,2520.225
1.727,2521.768,2522.058,2520.225
1.6,2520.425,2521.715,2520.225
1.833,2520.898,2521.715,2520.005
1.833,2521.625,2521.655,2519.585
1.833,2520.945,2521.075,2518.725
1.49,2520.785,2520.798,2518.725
1.71,2520.205,2520.645,2518.025
2.07,2519.785,2519.945,2518.025
2.35,2518.925,2519.775,2517.108
2.073,2519.455,2519.508,2516.548
2.62,2518.405,2519.115,2514.975
1.92,2518.778,2519.175,2514.975
2.667,2517.705,2519.968,2514.975
2.96,2517.655,2519.968,2514.305
4.14,2515.485,2519.968,2514.075
4.2,2518.525,2519.968,2514.075
4.993,2517.275,2517.745,2514.075
5.663,2515.925,2517.745,2514.075
5.893,2514.565,2517.745,2514.328
5.893,2515.715,2517.745,2513.808
3.67,2516.695,2516.928,2512.175
3.67,2515.868,2516.905,2512.175
3.417,2514.518,2514.888,2512.035
3.937,2514.005,2514.568,2512.035
4.753,2512.928,2514.445,2512.035
4.73,2513.365,2514.445,2512.035
2.853,2513.455,2514.445,2512.895
2.533,2514.345,2514.445,2512.895
2.41,2513.305,2516.188,2512.895
2.41,2513.235,2516.188,2512.395
1.55,2513.835,2516.188,2512.395
1.55,2513.465,2523.848,2512.395
3.293,2513.685,2523.848,2512.395
3.793,2513.678,2523.848,2513.005
3.793,2515.635,2523.848,2515.605
11.453,2522.265,2522.655,2517.295
11.453,2520.314,2521.305,2517.295
10.843,2517.665,2521.305,2517.405
8.243,2519.925,2523.665,2518.385
5.36,2519.758,2525.988,2518.385
4.01,2519.628,2526.585,2518.755
3.9,2519.198,2526.585,2518.755
5.28,2523.505,2526.725,2521.965
7.603,2525.595,2526.725,2521.965
7.83,2523.555,2526.725,2521.965
7.83,2522.805,2526.725,2522.495
4.76,2526.145,2526.145,2521.545
4.76,2523.988,2525.775,2519.015
4.76,2525.395,2525.395,2516.705
4.23,2524.085,2524.648,2514.965
4.6,2521.524,2521.524,2514.885
6.76,2519.535,2521.515,2514.885
8.69,2517.665,2521.515,2514.885
9.683,2515.228,2521.515,2514.885
6.639,2519.645,2521.785,2518.094
6.63,2520.995,2524.575,2518.094
6.63,2519.945,2524.575,2516.504
6.63,2519.275,2524.575,2516.178
3.691,2521.215,2524.575,2513.944
6.481,2523.188,2524.548,2512.735
8.071,2516.904,2520.445,2512.735
8.397,2519.615,2519.715,2512.735
10.631,2515.025,2518.968,2511.318
11.813,2515.188,2518.968,2509.248
7.71,2518.054,2518.455,2506.335
6.98,2515.128,2518.248,2506.335
7.65,2517.075,2517.085,2503.025
9.72,2509.875,2514.405,2503.025
12.12,2511.095,2514.405,2501.875
11.913,2509.028,2509.445,2500.135
14.06,2506.345,2507.164,2500.135
11.38,2505.115,2506.375,2500.135
12.53,2504.815,2505.955,2496.685
9.31,2502.365,2505.955,2496.485
7.029,2504.535,2505.955,2495.348
6.24,2501.695,2503.655,2494.048
9.27,2498.245,2501.025,2494.048
9.47,2497.595,2500.355,2494.048
10.607,2497.245,2502.705,2494.048
9.607,2494.985,2503.995,2494.535
6.977,2497.805,2504.638,2497.305
6.307,2499.455,2504.638,2499.315
8.657,2501.645,2504.638,2498.228
9.46,2503.335,2504.638,2498.228
7.333,2503.045,2503.398,2498.228
5.323,2502.318,2503.948,2498.228
6.41,2499.035,2503.948,2498.865
6.41,2501.518,2503.948,2499.925
5.17,2501.805,2503.948,2501.115
5.72,2502.185,2503.398,2501.775
5.083,2502.378,2504.545,2501.195
4.023,2502.835,2504.545,2501.195
2.833,2502.338,2504.545,2501.195
1.623,2502.435,2504.545,2501.195
3.35,2503.855,2504.315,2501.995
3.35,2503.785,2504.315,2501.815
3.35,2503.965,2504.205,2501.815
3.35,2503.294,2503.595,2501.815
2.32,2502.425,2503.595,2501.815
2.5,2502.605,2503.595,2501.915
2.39,2502.765,2504.805,2501.915
1.78,2502.875,2504.825,2501.078
1.78,2502.865,2504.825,2499.088
1.68,2502.705,2504.825,2499.088
2.89,2504.825,2504.825,2496.944
3.747,2501.398,2504.505,2496.505
5.737,2501.765,2504.355,2493.138
5.737,2502.995,2504.355,2492.494
7.881,2497.535,2498.965,2490.225
8,2497.835,2498.175,2489.915
11.217,2493.955,2495.468,2489.915
11.861,2492.494,2495.255,2489.915
8.74,2490.645,2495.255,2489.915
8.26,2491.815,2496.275,2491.245
5.553,2492.115,2499.258,2491.475
5.34,2494.655,2499.258,2493.715
5.34,2494.465,2499.258,2494.415
5.03,2496.175,2499.258,2496.075
7.783,2496.385,2498.115,2495.705
5.543,2496.395,2498.375,2495.705
4.843,2497.475,2498.375,2495.145
3.183,2496.805,2498.375,2495.145
2.41,2496.225,2499.848,2495.145
2.67,2495.954,2501.285,2495.145
3.23,2496.435,2501.285,2495.465
3.23,2496.395,2501.285,2495.775
4.703,2499.128,2501.285,2496.295
6.14,2500.605,2500.885,2496.295
5.82,2499.075,2499.905,2496.065
5.51,2497.485,2499.425,2496.065
4.99,2497.235,2501.175,2496.065
4.59,2497.865,2501.175,2496.065
3.84,2497.435,2505.605,2496.125
3.36,2498.075,2507.125,2497.155
5.11,2500.755,2507.125,2497.155
5.11,2499.605,2507.125,2498.895
9.48,2505.185,2507.125,2498.835
9.97,2506.178,2506.455,2498.055
9.97,2502.718,2502.958,2497.995
8.23,2500.885,2502.135,2497.995
8.29,2499.798,2501.915,2497.995
8.4,2498.805,2501.915,2497.995
4.963,2500.755,2501.915,2496.995
4.14,2499.548,2501.105,2496.995
3.92,2500.515,2500.595,2496.995
3.92,2499.135,2500.155,2496.995
4.92,2498.168,2501.025,2498.135
4.11,2498.975,2502.025,2498.285
3.6,2498.725,2503.075,2498.665
3.16,2499.645,2503.075,2498.675
2.89,2500.455,2503.075,2499.015
3.74,2501.285,2503.075,2498.475
4.41,2502.615,2502.735,2498.475
4.4,2501.168,2502.145,2498.475
4.06,2499.665,2502.005,2498.115
4.6,2498.735,2502.005,2497.565
4.26,2500.685,2502.005,2497.565
3.67,2499.775,2502.365,2497.565
3.89,2498.365,2502.365,2497.565
4.44,2500.285,2502.365,2499.585
4.44,2501.018,2502.365,2499.955
4.8,2501.935,2502.315,2499.815
4.8,2500.655,2501.805,2499.815
2.78,2501.295,2501.805,2499.815
2.41,2500.058,2501.805,2499.815
2.5,2501.505,2501.805,2498.515
1.99,2500.748,2501.635,2498.515
1.99,2500.638,2501.635,2498.515
1.99,2500.845,2501.225,2498.515
3.29,2500.385,2501.225,2498.668
3.12,2500.448,2500.538,2498.655
3.12,2499.825,2500.355,2498.655
2.71,2499.555,2500.025,2498.375
2.557,2499.324,2500.025,2498.015
1.883,2499.555,2499.915,2497.575
1.7,2499.098,2499.855,2497.425
1.65,2498.848,2499.395,2497.398
2.01,2498.455,2498.795,2497.398
2.34,2497.995,2498.335,2497.398
2.43,2497.525,2498.335,2496.305
1.997,2498.085,2498.335,2495.975
1.397,2497.775,2498.335,2495.975
0.937,2498.305,2498.305,2495.265
2.03,2497.155,2497.548,2494.878
2.36,2497.065,2497.405,2491.255
2.36,2496.375,2496.585,2489.534
3.04,2495.745,2496.088,2489.534
2.67,2495.665,2495.755,2489.534
6.15,2491.895,2495.285,2489.534
7.051,2491.915,2495.375,2489.918
6.554,2490.985,2496.268,2490.735
6.221,2493.635,2496.268,2492.255
